Elapsed mS,Variable1,Variable2,Variable3
9301,-0.104,-0.164,-0.027
9302,-0.104,-0.164,-0.027
9303,-0.104,-0.164,-0.027
9304,-0.104,-0.164,-0.027
9305,-0.104,-0.164,-0.027
9306,-0.104,-0.164,-0.027
9307,-0.104,-0.164,-0.027
9308,-0.104,-0.164,-0.027
9309,-0.104,-0.164,-0.027
9310,-0.104,-0.164,-0.027
9311,-0.104,-0.164,-0.027
9312,-0.104,-0.164,-0.027
9313,-0.104,-0.164,-0.027
9314,-0.104,-0.164,-0.027
9315,-0.104,-0.164,-0.027
9316,-0.104,-0.164,-0.027
9317,-0.104,-0.164,-0.027
9318,-0.104,-0.164,-0.027
9319,-0.104,-0.164,-0.027
9320,-0.104,-0.164,-0.027
9321,-0.104,-0.164,-0.027
9322,-0.104,-0.164,-0.027
9323,-0.104,-0.164,-0.027
9324,-0.104,-0.164,-0.027
9325,-0.104,-0.164,-0.027
9326,-0.104,-0.164,-0.027
9327,-0.104,-0.164,-0.027
9328,-0.104,-0.164,-0.027
9329,-0.104,-0.164,-0.027
9330,-0.104,-0.164,-0.027
9331,-0.104,-0.164,-0.027
9332,-0.104,-0.164,-0.027
9333,-0.104,-0.164,-0.027
9334,-0.104,-0.164,-0.027
9335,-0.104,-0.164,-0.027
9336,-0.104,-0.164,-0.027
9337,-0.104,-0.164,-0.027
9338,-0.104,-0.164,-0.027
9339,-0.104,-0.164,-0.027
9340,-0.104,-0.164,-0.027
9341,-0.104,-0.164,-0.027
9342,-0.104,-0.164,-0.027
9343,-0.104,-0.164,-0.027
9344,-0.104,-0.164,-0.027
9345,-0.104,-0.164,-0.027
9346,-0.104,-0.164,-0.027
9347,-0.104,-0.164,-0.027
9348,-0.104,-0.164,-0.027
9349,-0.104,-0.164,-0.027
9350,-0.104,-0.164,-0.027
9351,-0.104,-0.164,-0.027
9352,-0.104,-0.164,-0.027
9353,-0.104,-0.164,-0.027
9354,-0.104,-0.164,-0.027
9355,-0.104,-0.164,-0.027
9356,-0.104,-0.164,-0.027
9357,-0.104,-0.164,-0.027
9358,-0.104,-0.164,-0.027
9359,-0.104,-0.164,-0.027
9360,-0.104,-0.164,-0.027
9361,-0.104,-0.164,-0.027
9362,-0.104,-0.164,-0.027
9363,-0.104,-0.164,-0.027
9364,-0.104,-0.164,-0.027
9365,-0.104,-0.164,-0.027
9366,-0.104,-0.164,-0.027
9367,-0.104,-0.164,-0.027
9368,-0.104,-0.164,-0.027
9369,-0.104,-0.164,-0.027
9370,-0.104,-0.164,-0.027
9371,-0.104,-0.164,-0.027
9372,-0.104,-0.164,-0.027
9373,-0.104,-0.164,-0.027
9374,-0.104,-0.164,-0.027
9375,-0.104,-0.164,-0.027
9376,-0.104,-0.164,-0.027
9377,-0.104,-0.164,-0.027
9378,-0.104,-0.164,-0.027
9379,-0.104,-0.164,-0.027
9380,-0.104,-0.164,-0.027
9381,-0.104,-0.164,-0.027
9382,-0.104,-0.164,-0.027
9383,-0.104,-0.164,-0.027
9384,-0.104,-0.164,-0.027
9385,-0.104,-0.164,-0.027
9386,-0.104,-0.164,-0.027
9387,-0.104,-0.164,-0.027
9388,-0.104,-0.164,-0.027
9389,-0.104,-0.164,-0.027
9390,-0.104,-0.164,-0.027
9391,-0.104,-0.164,-0.027
9392,-0.104,-0.164,-0.027
9393,-0.104,-0.164,-0.027
9394,-0.104,-0.164,-0.027
9395,-0.104,-0.164,-0.027
9396,-0.104,-0.164,-0.027
9397,-0.104,-0.164,-0.027
9398,-0.104,-0.164,-0.027
9399,-0.104,-0.164,-0.027
9400,-0.104,-0.164,-0.027
9401,-0.104,-0.164,-0.027
9402,-0.104,-0.164,-0.027
9403,-0.104,-0.164,-0.027
9404,-0.104,-0.164,-0.027
9405,-0.104,-0.164,-0.027
9406,-0.104,-0.164,-0.027
9407,-0.104,-0.164,-0.027
9408,-0.104,-0.164,-0.027
9409,-0.104,-0.164,-0.027
9410,-0.104,-0.164,-0.027
9411,-0.104,-0.164,-0.027
9412,-0.104,-0.164,-0.027
9413,-0.104,-0.164,-0.027
9414,-0.104,-0.164,-0.027
9415,-0.104,-0.164,-0.027
9416,-0.104,-0.164,-0.027
9417,-0.104,-0.164,-0.027
9418,-0.104,-0.164,-0.027
9419,-0.104,-0.164,-0.027
9420,-0.104,-0.164,-0.027
9421,-0.104,-0.164,-0.027
9422,-0.104,-0.164,-0.027
9423,-0.104,-0.164,-0.027
9424,-0.104,-0.164,-0.027
9425,-0.104,-0.164,-0.027
9426,-0.104,-0.164,-0.027
9427,-0.104,-0.164,-0.027
9428,-0.104,-0.164,-0.027
9429,-0.104,-0.164,-0.027
9430,-0.104,-0.164,-0.027
9431,-0.104,-0.164,-0.027
9432,-0.104,-0.164,-0.027
9433,-0.104,-0.164,-0.027
9434,-0.104,-0.164,-0.027
9435,-0.104,-0.164,-0.027
9436,-0.104,-0.164,-0.027
9437,-0.104,-0.164,-0.027
9438,-0.104,-0.164,-0.027
9439,-0.104,-0.164,-0.027
9440,-0.104,-0.164,-0.027
9441,-0.104,-0.164,-0.027
9442,-0.104,-0.164,-0.027
9443,-0.104,-0.164,-0.027
9444,-0.104,-0.164,-0.027
9445,-0.104,-0.164,-0.027
9446,-0.104,-0.164,-0.027
9447,-0.104,-0.164,-0.027
9448,-0.104,-0.164,-0.027
9449,-0.104,-0.164,-0.027
9450,-0.104,-0.164,-0.027
9451,-0.104,-0.164,-0.027
9452,-0.104,-0.164,-0.027
9453,-0.104,-0.164,-0.027
9454,-0.104,-0.164,-0.027
9455,-0.104,-0.164,-0.027
9456,-0.104,-0.164,-0.027
9457,-0.104,-0.164,-0.027
9458,-0.104,-0.164,-0.027
9459,-0.104,-0.164,-0.027
9460,-0.104,-0.164,-0.027
9461,-0.104,-0.164,-0.027
9462,-0.104,-0.164,-0.027
9463,-0.104,-0.164,-0.027
9464,-0.104,-0.164,-0.027
9465,-0.104,-0.164,-0.027
9466,-0.104,-0.164,-0.027
9467,-0.104,-0.164,-0.027
9468,-0.104,-0.164,-0.027
9469,-0.104,-0.164,-0.027
9470,-0.104,-0.164,-0.027
9471,-0.104,-0.164,-0.027
9472,-0.104,-0.164,-0.027
9473,-0.104,-0.164,-0.027
9474,-0.104,-0.164,-0.027
9475,-0.104,-0.164,-0.027
9476,-0.104,-0.164,-0.027
9477,-0.104,-0.164,-0.027
9478,-0.104,-0.164,-0.027
9479,-0.104,-0.164,-0.027
9480,-0.104,-0.164,-0.027
9481,-0.104,-0.164,-0.027
9482,-0.104,-0.164,-0.027
9483,-0.104,-0.164,-0.027
9484,-0.104,-0.164,-0.027
9485,-0.104,-0.164,-0.027
9486,-0.104,-0.164,-0.027
9487,-0.104,-0.164,-0.027
9488,-0.104,-0.164,-0.027
9489,-0.104,-0.164,-0.027
9490,-0.104,-0.164,-0.027
9491,-0.104,-0.164,-0.027
9492,-0.104,-0.164,-0.027
9493,-0.104,-0.164,-0.027
9494,-0.104,-0.164,-0.027
9495,-0.104,-0.164,-0.027
9496,-0.104,-0.164,-0.027
9497,-0.104,-0.164,-0.027
9498,-0.104,-0.164,-0.027
9499,-0.104,-0.164,-0.027
9500,-0.104,-0.164,-0.027
9501,-0.104,-0.164,-0.027
9502,-0.104,-0.164,-0.027
9503,-0.104,-0.164,-0.027
9504,-0.104,-0.164,-0.027
9505,-0.104,-0.164,-0.027
9506,-0.104,-0.164,-0.027
9507,-0.104,-0.164,-0.027
9508,-0.104,-0.164,-0.027
9509,-0.104,-0.164,-0.027
9510,-0.104,-0.164,-0.027
9511,-0.104,-0.164,-0.027
9512,-0.104,-0.164,-0.027
9513,-0.104,-0.164,-0.027
9514,-0.104,-0.164,-0.027
9515,-0.104,-0.164,-0.027
9516,-0.104,-0.164,-0.027
9517,-0.104,-0.164,-0.027
9518,-0.104,-0.164,-0.027
9519,-0.104,-0.164,-0.027
9520,-0.104,-0.164,-0.027
9521,-0.104,-0.164,-0.027
9522,-0.104,-0.164,-0.027
9523,-0.104,-0.164,-0.027
9524,-0.104,-0.164,-0.027
9525,-0.104,-0.164,-0.027
9526,-0.104,-0.164,-0.027
9527,-0.104,-0.164,-0.027
9528,-0.104,-0.164,-0.027
9529,-0.104,-0.164,-0.027
9530,-0.104,-0.164,-0.027
9531,-0.104,-0.164,-0.027
9532,-0.104,-0.164,-0.027
9533,-0.104,-0.164,-0.027
9534,-0.104,-0.164,-0.027
9535,-0.104,-0.164,-0.027
9536,-0.104,-0.164,-0.027
9537,-0.104,-0.164,-0.027
9538,-0.104,-0.163,-0.027
9539,-0.104,-0.163,-0.027
9540,-0.104,-0.163,-0.027
9541,-0.104,-0.163,-0.027
9542,-0.104,-0.163,-0.027
9543,-0.104,-0.163,-0.027
9544,-0.104,-0.163,-0.027
9545,-0.104,-0.163,-0.027
9546,-0.104,-0.163,-0.027
9547,-0.104,-0.163,-0.027
9548,-0.104,-0.163,-0.027
9549,-0.104,-0.163,-0.027
9550,-0.104,-0.163,-0.027
9551,-0.104,-0.163,-0.027
9552,-0.104,-0.163,-0.027
9553,-0.104,-0.163,-0.027
9554,-0.104,-0.163,-0.027
9555,-0.104,-0.163,-0.027
9556,-0.104,-0.163,-0.027
9557,-0.104,-0.163,-0.027
9558,-0.104,-0.163,-0.027
9559,-0.104,-0.163,-0.027
9560,-0.104,-0.163,-0.027
9561,-0.104,-0.163,-0.027
9562,-0.104,-0.163,-0.027
9563,-0.104,-0.163,-0.027
9564,-0.104,-0.163,-0.027
9565,-0.104,-0.163,-0.027
9566,-0.104,-0.163,-0.027
9567,-0.104,-0.163,-0.027
9568,-0.104,-0.163,-0.027
9569,-0.104,-0.163,-0.027
9570,-0.104,-0.163,-0.027
9571,-0.104,-0.163,-0.027
9572,-0.104,-0.163,-0.027
9573,-0.104,-0.163,-0.027
9574,-0.104,-0.163,-0.027
9575,-0.104,-0.163,-0.027
9576,-0.104,-0.163,-0.027
9577,-0.104,-0.163,-0.027
9578,-0.104,-0.163,-0.027
9579,-0.104,-0.163,-0.027
9580,-0.104,-0.163,-0.027
9581,-0.104,-0.163,-0.027
9582,-0.104,-0.163,-0.027
9583,-0.104,-0.163,-0.027
9584,-0.104,-0.163,-0.027
9585,-0.104,-0.163,-0.027
9586,-0.104,-0.163,-0.027
9587,-0.104,-0.163,-0.027
9588,-0.104,-0.163,-0.027
9589,-0.104,-0.163,-0.027
9590,-0.104,-0.163,-0.027
9591,-0.104,-0.163,-0.027
9592,-0.104,-0.163,-0.027
9593,-0.104,-0.163,-0.027
9594,-0.104,-0.163,-0.027
9595,-0.104,-0.163,-0.027
9596,-0.104,-0.163,-0.027
9597,-0.104,-0.163,-0.027
9598,-0.104,-0.163,-0.027
9599,-0.104,-0.163,-0.027
9600,-0.104,-0.163,-0.027
9601,-0.104,-0.163,-0.027
9602,-0.104,-0.163,-0.027
9603,-0.104,-0.163,-0.027
9604,-0.104,-0.163,-0.027
9605,-0.104,-0.163,-0.027
9606,-0.104,-0.163,-0.027
9607,-0.104,-0.163,-0.027
9608,-0.104,-0.163,-0.027
9609,-0.104,-0.163,-0.027
9610,-0.104,-0.163,-0.027
9611,-0.104,-0.163,-0.027
9612,-0.104,-0.163,-0.027
9613,-0.104,-0.163,-0.027
9614,-0.104,-0.163,-0.027
9615,-0.104,-0.163,-0.027
9616,-0.104,-0.163,-0.027
9617,-0.104,-0.163,-0.027
9618,-0.104,-0.163,-0.027
9619,-0.104,-0.163,-0.027
9620,-0.104,-0.163,-0.027
9621,-0.104,-0.163,-0.027
9622,-0.104,-0.163,-0.027
9623,-0.104,-0.163,-0.027
9624,-0.104,-0.163,-0.027
9625,-0.104,-0.163,-0.027
9626,-0.104,-0.163,-0.027
9627,-0.104,-0.163,-0.027
9628,-0.104,-0.163,-0.027
9629,-0.104,-0.163,-0.027
9630,-0.104,-0.163,-0.027
9631,-0.104,-0.163,-0.027
9632,-0.104,-0.163,-0.027
9633,-0.104,-0.163,-0.027
9634,-0.104,-0.163,-0.027
9635,-0.104,-0.163,-0.027
9636,-0.104,-0.163,-0.027
9637,-0.104,-0.163,-0.027
9638,-0.104,-0.163,-0.027
9639,-0.104,-0.163,-0.027
9640,-0.104,-0.163,-0.027
9641,-0.104,-0.163,-0.027
9642,-0.104,-0.163,-0.027
9643,-0.104,-0.163,-0.027
9644,-0.104,-0.163,-0.027
9645,-0.104,-0.163,-0.027
9646,-0.104,-0.163,-0.027
9647,-0.104,-0.163,-0.027
9648,-0.104,-0.163,-0.027
9649,-0.104,-0.163,-0.027
9650,-0.104,-0.163,-0.027
9651,-0.104,-0.163,-0.027
9652,-0.104,-0.163,-0.027
9653,-0.104,-0.163,-0.027
9654,-0.104,-0.163,-0.027
9655,-0.104,-0.163,-0.027
9656,-0.104,-0.163,-0.027
9657,-0.104,-0.163,-0.027
9658,-0.104,-0.163,-0.027
9659,-0.104,,-0.027
9660,-0.104,,-0.027
9661,-0.104,,-0.027
9662,-0.104,,-0.027
9663,-0.104,,-0.027
9664,-0.104,,-0.027
9665,-0.104,,-0.027
9666,-0.104,,-0.027
9667,-0.104,,-0.027
9668,-0.104,,-0.027
9669,-0.104,,-0.027
9670,-0.104,,-0.027
9671,-0.104,,-0.027
9672,-0.104,,-0.027
9673,-0.104,,-0.027
9674,-0.104,,-0.027
9675,-0.104,,-0.027
9676,-0.104,,-0.027
9677,-0.104,,-0.027
9678,-0.104,,-0.027
9679,-0.104,,-0.027
9680,-0.104,,-0.027
9681,-0.104,,-0.027
9682,-0.104,,-0.027
9683,-0.104,,-0.027
9684,-0.104,,-0.027
9685,-0.104,,-0.027
9686,-0.104,,-0.027
9687,-0.104,,-0.027
9688,-0.104,,-0.027
9689,-0.104,,-0.027
9690,-0.104,,-0.027
9691,-0.104,,-0.027
9692,-0.104,,-0.027
9693,-0.104,,-0.027
9694,-0.104,,-0.027
9695,-0.104,,-0.027
9696,-0.104,,-0.027
9697,-0.104,,-0.027
9698,-0.104,,-0.027
9699,-0.104,,-0.027
9700,-0.104,,-0.027
9701,-0.104,,-0.027
9702,-0.104,,-0.027
9703,-0.104,,-0.027
9704,-0.104,,-0.027
9705,-0.104,,-0.027
9706,-0.104,,-0.027
9707,-0.104,,-0.027
9708,-0.104,,-0.027
9709,-0.104,,-0.027
9710,-0.104,,-0.027
9711,-0.104,,-0.027
9712,-0.104,,-0.027
9713,-0.104,,-0.027
9714,-0.104,,-0.027
9715,-0.104,,-0.027
9716,-0.104,,-0.027
9717,-0.104,,-0.027
9718,-0.104,,-0.027
9719,-0.104,,-0.027
9720,-0.104,,-0.027
9721,-0.104,,-0.027
9722,-0.104,,-0.027
9723,-0.104,,-0.027
9724,-0.104,,-0.027
9725,-0.104,,-0.027
9726,-0.104,,-0.027
9727,-0.104,,-0.027
9728,-0.104,,-0.027
9729,-0.104,,-0.027
9730,-0.104,,-0.027
9731,-0.104,,-0.027
9732,-0.104,,-0.027
9733,-0.104,,-0.027
9734,-0.104,,-0.027
9735,-0.104,,-0.027
9736,-0.104,,-0.027
9737,-0.104,,-0.027
9738,-0.104,,-0.027
9739,-0.104,,-0.027
9740,-0.104,,-0.027
9741,-0.104,,-0.027
9742,-0.104,,-0.027
9743,-0.104,,-0.027
9744,-0.104,,-0.027
9745,-0.104,,-0.027
9746,-0.104,,-0.027
9747,-0.104,,-0.027
9748,-0.104,,-0.027
9749,-0.104,,-0.027
9750,-0.104,,-0.027
9751,-0.104,,-0.027
9752,-0.104,,-0.027
9753,-0.104,,-0.027
9754,-0.104,,-0.027
9755,-0.104,,-0.027
9756,-0.104,,-0.027
9757,-0.104,,-0.027
9758,-0.104,,-0.027
9759,-0.104,,-0.027
9760,-0.104,,-0.027
9761,-0.104,,-0.027
9762,-0.104,,-0.027
9763,-0.104,,-0.027
9764,-0.104,,-0.027
9765,-0.104,,-0.027
9766,-0.104,,-0.027
9767,-0.104,,-0.027
9768,-0.104,,-0.027
9769,-0.104,,-0.027
9770,-0.104,,-0.027
9771,-0.104,,-0.027
9772,-0.104,,-0.027
9773,-0.104,,-0.027
9774,-0.104,,-0.027
9775,-0.104,,-0.027
9776,-0.104,,-0.027
9777,-0.104,,-0.027
9778,-0.104,,-0.027
9779,-0.104,,-0.027
9780,-0.104,,-0.027
9781,-0.104,,-0.027
9782,-0.104,,-0.027
9783,-0.104,,-0.027
9784,-0.104,,-0.027
9785,-0.104,,-0.027
9786,-0.104,,-0.027
9787,-0.104,,-0.027
9788,-0.104,,-0.027
9789,-0.104,,-0.027
9790,-0.104,,-0.027
9791,-0.104,,-0.027
9792,-0.104,,-0.027
9793,-0.104,,-0.027
9794,-0.104,,-0.027
9795,-0.104,,-0.027
9796,-0.104,,-0.027
9797,-0.104,,-0.027
9798,-0.104,,-0.027
9799,-0.104,,-0.027
9800,-0.104,,-0.027
9801,-0.104,,-0.027
9802,-0.104,,-0.027
9803,-0.104,,-0.027
9804,-0.104,,-0.027
9805,-0.104,,-0.027
9806,-0.104,,-0.027
9807,-0.104,,-0.027
9808,-0.104,,-0.027
9809,-0.104,,-0.027
9810,-0.104,,-0.027
9811,-0.104,,-0.027
9812,-0.104,,-0.027
9813,-0.104,,-0.027
9814,-0.104,,-0.027
9815,-0.104,,-0.027
9816,-0.104,,-0.027
9817,-0.104,,-0.027
9818,-0.104,,-0.027
9819,-0.104,,-0.027
9820,-0.104,,-0.027
9821,-0.104,,-0.027
9822,-0.104,,-0.027
9823,-0.104,,-0.027
9824,-0.104,,-0.027
9825,-0.104,,-0.027
9826,-0.104,,-0.027
9827,-0.104,,-0.027
9828,-0.104,,-0.027
9829,-0.104,,-0.027
9830,-0.104,,-0.027
9831,-0.104,,-0.027
9832,-0.104,,-0.027
9833,-0.104,,-0.027
9834,-0.104,,-0.027
9835,-0.104,,-0.027
9836,-0.104,,-0.027
9837,-0.104,,-0.027
9838,-0.104,,-0.027
9839,-0.104,,-0.027
9840,-0.104,,-0.027
9841,-0.104,,-0.027
9842,-0.104,,-0.027
9843,-0.104,,-0.027
9844,-0.104,,-0.027
9845,-0.104,,-0.027
9846,-0.104,,-0.027
9847,-0.104,,-0.027
9848,-0.104,,-0.027
9849,-0.104,,-0.027
9850,-0.104,,-0.027
9851,-0.104,,-0.027
9852,-0.104,,-0.027
9853,-0.104,,-0.027
9854,-0.104,,-0.027
9855,-0.104,,-0.027
9856,-0.104,,-0.027
9857,-0.104,,-0.027
9858,-0.104,,-0.027
9859,-0.104,,-0.027
9860,-0.104,,-0.027
9861,-0.104,,-0.027
9862,-0.104,,-0.027
9863,-0.104,,-0.027
9864,-0.104,,-0.027
9865,-0.104,,-0.027
9866,-0.104,,-0.027
9867,-0.104,,-0.027
9868,-0.104,,-0.027
9869,-0.104,,-0.027
9870,-0.104,,-0.027
9871,-0.104,,-0.027
9872,-0.104,,-0.027
9873,-0.104,,-0.027
9874,-0.104,,-0.027
9875,-0.104,,-0.027
9876,-0.104,,-0.027
9877,-0.104,,-0.027
9878,-0.104,,-0.027
9879,-0.104,,-0.027
9880,-0.104,,-0.027
9881,-0.104,,-0.027
9882,-0.104,,-0.027
9883,-0.104,,-0.027
9884,-0.104,,-0.027
9885,-0.104,,-0.027
9886,-0.104,,-0.027
9887,-0.104,,-0.027
9888,-0.104,,-0.027
9889,-0.104,,-0.027
9890,-0.104,,-0.027
9891,-0.104,,-0.027
9892,-0.104,,-0.027
9893,-0.104,,-0.027
9894,-0.104,,-0.027
9895,-0.104,,-0.027
9896,-0.104,,-0.027
9897,-0.104,,-0.027
9898,-0.104,,-0.027
9899,-0.104,,-0.027
9900,-0.104,,-0.027
9901,-0.104,,-0.027
9902,-0.104,,-0.027
9903,-0.104,,-0.027
9904,-0.104,,-0.027
9905,-0.104,,-0.027
9906,-0.104,,-0.027
9907,-0.104,,-0.027
9908,-0.104,,-0.027
9909,-0.104,,-0.027
9910,-0.104,,-0.027
9911,-0.104,,-0.027
9912,-0.104,,-0.027
9913,-0.104,,-0.027
9914,-0.104,,-0.027
9915,-0.104,,-0.027
9916,-0.104,,-0.027
9917,-0.104,,-0.027
9918,-0.104,,-0.027
9919,-0.104,,-0.027
9920,-0.104,,-0.027
9921,-0.104,,-0.027
9922,-0.104,,-0.027
9923,-0.104,,-0.027
9924,-0.104,,-0.027
9925,-0.104,,-0.027
9926,-0.104,,-0.027
9927,-0.104,,-0.027
9928,-0.104,,-0.027
9929,-0.104,,-0.027
9930,-0.104,,-0.027
9931,-0.104,,-0.027
9932,-0.104,,-0.027
9933,-0.104,,-0.027
9934,-0.104,,-0.027
9935,-0.104,,-0.027
9936,-0.104,,-0.027
9937,-0.104,,-0.027
9938,-0.104,,-0.027
9939,-0.104,,-0.027
9940,-0.104,,-0.027
9941,-0.104,,-0.027
9942,-0.104,,-0.027
9943,-0.104,,-0.027
9944,-0.104,,-0.027
9945,-0.104,,-0.027
9946,-0.104,,-0.027
9947,-0.104,,-0.027
9948,-0.104,,-0.027
9949,-0.104,,-0.027
9950,-0.104,,-0.027
9951,-0.104,,-0.027
9952,-0.104,,-0.027
9953,-0.104,,-0.027
9954,-0.104,,-0.027
9955,-0.104,,-0.027
9956,-0.104,,-0.027
9957,-0.104,,-0.027
9958,-0.104,,-0.027
9959,-0.104,,-0.027
9960,-0.104,,-0.027
9961,-0.104,,-0.027
9962,-0.104,,-0.027
9963,-0.104,,-0.027
9964,-0.104,,-0.027
9965,-0.104,,-0.027
9966,-0.104,,-0.027
9967,-0.104,,-0.027
9968,-0.104,,-0.027
9969,-0.104,,-0.027
9970,-0.104,,-0.027
9971,-0.104,,-0.027
9972,-0.104,,-0.027
9973,-0.104,,-0.027
9974,-0.104,,-0.027
9975,-0.104,,-0.027
9976,-0.104,,-0.027
9977,-0.104,,-0.027
9978,-0.104,,-0.027
9979,-0.104,,-0.027
9980,-0.104,,-0.027
9981,-0.104,,-0.027
9982,-0.104,,-0.027
9983,-0.104,,-0.027
9984,-0.104,,-0.027
9985,-0.104,,-0.027
9986,-0.104,,-0.027
9987,-0.104,,-0.027
9988,-0.104,,-0.027
9989,-0.104,,-0.027
9990,-0.104,,-0.027
9991,-0.104,,-0.027
9992,-0.104,,-0.027
9993,-0.104,,-0.027
9994,-0.104,,-0.027
9995,-0.104,,-0.027
9996,-0.104,,-0.027
9997,-0.104,,-0.027
9998,-0.104,,-0.027
9999,-0.104,,-0.027
10000,-0.104,,-0.027
10001,-0.104,,-0.027
10002,-0.104,,-0.027
10003,-0.104,,-0.027
10004,-0.104,,-0.027
10005,-0.104,,-0.027
10006,-0.104,,-0.027
10007,-0.104,,-0.027
10008,-0.104,,-0.027
10009,-0.104,,-0.027
10010,-0.104,,-0.027
10011,-0.104,,-0.027
10012,-0.104,,-0.027
10013,-0.104,,-0.027
10014,-0.104,,-0.027
10015,-0.104,,-0.027
10016,-0.104,,-0.027
10017,-0.104,,-0.027
10018,-0.104,,-0.027
10019,-0.104,,-0.027
10020,-0.104,,-0.027
10021,-0.104,,-0.027
10022,-0.104,,-0.027
10023,-0.104,,-0.027
10024,-0.104,,-0.027
10025,-0.104,,-0.027
10026,-0.104,,-0.027
10027,-0.104,,-0.027
10028,-0.104,,-0.027
10029,-0.104,,-0.027
10030,-0.104,,-0.027
10031,-0.104,,-0.027
10032,-0.104,,-0.027
10033,-0.104,,-0.027
10034,-0.104,,-0.027
10035,-0.104,,-0.027
10036,-0.104,,-0.027
10037,-0.104,,-0.027
10038,-0.104,,-0.027
10039,-0.104,,-0.027
10040,-0.104,,-0.027
10041,-0.104,,-0.027
10042,-0.104,,-0.027
10043,-0.104,,-0.027
10044,-0.104,,-0.027
10045,-0.104,,-0.027
10046,-0.104,,-0.027
10047,-0.104,,-0.027
10048,-0.104,,-0.027
10049,-0.104,,-0.027
10050,-0.104,,-0.027
10051,-0.104,,-0.027
10052,-0.104,,-0.027
10053,-0.104,,-0.027
10054,-0.104,,-0.027
10055,-0.104,,-0.027
10056,-0.104,,-0.027
10057,-0.104,,-0.027
10058,-0.104,,-0.027
10059,-0.104,,-0.027
10060,-0.104,,-0.027
10061,-0.104,,-0.027
10062,-0.104,,-0.027
10063,-0.104,,-0.027
10064,-0.104,,-0.027
10065,-0.104,,-0.027
10066,-0.104,,-0.027
10067,-0.104,,-0.027
10068,-0.104,,-0.027
10069,-0.104,,-0.027
10070,-0.104,,-0.027
10071,-0.104,,-0.027
10072,-0.104,,-0.027
10073,-0.104,,-0.027
10074,-0.104,,-0.027
10075,-0.104,,-0.027
10076,-0.104,,-0.027
10077,-0.104,,-0.027
10078,-0.104,,-0.027
10079,-0.104,,-0.027
10080,-0.104,,-0.027
10081,-0.104,,-0.027
10082,-0.104,,-0.027
10083,-0.104,,-0.027
10084,-0.104,,-0.027
10085,-0.104,,-0.027
10086,-0.104,,-0.027
10087,-0.104,,-0.027
10088,-0.104,,-0.027
10089,-0.104,,-0.027
10090,-0.104,,-0.027
10091,-0.104,,-0.027
10092,-0.104,,-0.027
10093,-0.104,,-0.027
10094,-0.104,,-0.027
10095,-0.104,,-0.027
10096,-0.104,,-0.027
10097,-0.104,,-0.027
10098,-0.104,,-0.027
10099,-0.104,,-0.027
10100,-0.104,,-0.027
10101,-0.104,,-0.027
10102,-0.104,,-0.027
10103,-0.104,,-0.027
10104,-0.104,,-0.027
10105,-0.104,,-0.027
10106,-0.104,,-0.027
10107,-0.104,,-0.027
10108,-0.104,,-0.027
10109,-0.104,,-0.027
10110,-0.104,,-0.027
10111,-0.104,,-0.027
10112,-0.104,,-0.027
10113,-0.104,,-0.027
10114,-0.104,,-0.027
10115,-0.104,,-0.027
10116,-0.104,,-0.027
10117,-0.104,,-0.027
10118,-0.104,,-0.027
10119,-0.104,,-0.027
10120,-0.104,,-0.027
10121,-0.104,,-0.027
10122,-0.104,,-0.027
10123,-0.104,,-0.027
10124,-0.104,,-0.027
10125,-0.104,,-0.027
10126,-0.104,,-0.027
10127,-0.104,,-0.027
10128,-0.104,,-0.027
10129,-0.104,,-0.027
10130,-0.104,,-0.027
10131,-0.104,,-0.027
10132,-0.104,,-0.027
10133,-0.104,,-0.027
10134,-0.104,,-0.027
10135,-0.104,,-0.027
10136,-0.104,,-0.027
10137,-0.104,,-0.027
10138,-0.104,,-0.027
10139,-0.104,,-0.027
10140,-0.104,,-0.027
10141,-0.104,,-0.027
10142,-0.104,,-0.027
10143,-0.104,,-0.027
10144,-0.104,,-0.027
10145,-0.104,,-0.027
10146,-0.104,,-0.027
10147,-0.104,,-0.027
10148,-0.104,,-0.027
10149,-0.104,,-0.027
10150,-0.104,,-0.027
10151,-0.104,,-0.027
10152,-0.104,,-0.027
10153,-0.104,,-0.027
10154,-0.104,,-0.027
10155,-0.104,,-0.027
10156,-0.104,,-0.027
10157,-0.104,,-0.027
10158,-0.104,,-0.027
10159,-0.104,,-0.027
10160,-0.104,,-0.027
10161,-0.104,,-0.027
10162,-0.104,,-0.027
10163,-0.104,,-0.027
10164,-0.104,,-0.027
10165,-0.104,,-0.027
10166,-0.104,,-0.027
10167,-0.104,,-0.027
10168,-0.104,,-0.027
10169,-0.104,,-0.027
10170,-0.104,,-0.027
10171,-0.104,,-0.027
10172,-0.104,,-0.027
10173,-0.104,,-0.027
10174,-0.104,,-0.027
10175,-0.104,,-0.027
10176,-0.104,,-0.027
10177,-0.104,,-0.027
10178,-0.104,,-0.027
10179,-0.104,,-0.027
10180,-0.104,,-0.027
10181,-0.104,,-0.027
10182,-0.104,,-0.027
10183,-0.104,,-0.027
10184,-0.104,,-0.027
10185,-0.104,,-0.027
10186,-0.104,,-0.027
10187,-0.104,,-0.027
10188,-0.104,,-0.027
10189,-0.104,,-0.027
10190,-0.104,,-0.027
10191,-0.104,,-0.027
10192,-0.104,,-0.027
10193,-0.104,,-0.027
10194,-0.104,,-0.027
10195,-0.104,,-0.027
10196,-0.104,,-0.027
